Id,SMILES,source,TA98,TA100,TA102,TA1535,TA1537,Overall,Partition
2159,Cn1c([N+](=O)[O-])cnc1C(O)c1cc(C(C)(C)C)cc(C(C)(C)C)c1O,isssty,0,0,-1,0,0,-1,External
2160,[Cl][Ti]([Cl])[Cl],isssty,0,1,-1,0,0,1,Train
2161,[O-][Cl+3]([O-])([O-])[O-],isssty,0,0,-1,0,0,-1,Internal
2162,COc1cc(CCC(C)=O)ccc1O,isssty,0,0,-1,0,-1,-1,Internal
2163,Nc1ccc(S(=O)(=O)[O-])c2ccccc12,isssty,0,0,-1,0,0,-1,External
2164,Cc1cc(-c2ccc(N=C=O)c(C)c2)ccc1N=C=O,isssty,1,0,-1,0,0,1,Train
2165,Cc1nc(N)nc(N)n1,isssty,0,0,-1,0,0,-1,Train
2166,CCC1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21,isssty,0,0,0,-1,0,-1,Train
2167,O=C(ON=C1C=CC(=NOC(=O)c2ccccc2)C=C1)c1ccccc1,isssty,1,1,-1,0,1,1,Train
2168,C1CN(SSN2CCOCC2)CCO1,isssty,0,0,-1,0,0,-1,Train
2169,CO/N=C(/C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(/C=C/c3scnc3C)CSC12)c1csc(N)n1,isssty,0,0,-1,0,0,-1,Internal
2170,COc1cc([C@H]2OC[C@H]3[C@@H]2CO[C@H]3c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,isssty,0,0,0,0,-1,-1,Train
2171,FC(F)(F)I,isssty,1,1,-1,1,1,1,Internal
2172,CSCCC=O,isssty,0,0,-1,0,0,-1,Train
2173,CCCC,isssty,0,0,-1,0,0,-1,Train
2174,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,isssty,0,0,0,0,-1,-1,Train
2175,CC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],isssty,0,0,-1,0,0,-1,Train
2176,CCCC(=O)Nc1ncnc2c1ncn2C1OC2COP(=O)(O)OC2C1OC(=O)CCC,isssty,0,0,-1,0,0,-1,External
2177,C=CS(C)(=O)=O,isssty,0,0,-1,0,0,-1,Train
2178,CCCCCOc1cccc(NC(=O)OC2CCCC[C@H]2N2CCCC2)c1,isssty,0,0,-1,0,-1,-1,Train
2179,c1ccc2c(c1)ccc1ccc3sccc3c12,isssty,-1,1,-1,-1,-1,1,Train
2180,CNC.O=C(O)CCCOc1ccc(Cl)cc1Cl,isssty,0,0,-1,0,0,-1,Train
2181,CCCC[N+](=O)[O-],isssty,0,0,0,-1,-1,-1,External
2182,N#Cc1ccccc1[N+](=O)[O-],isssty,0,0,-1,0,0,-1,Train
2183,CCCCCCCOc1ccccc1NC(=O)OC(C)C[NH+](CC)CC,isssty,0,0,-1,0,-1,-1,Train
2184,N#Cc1ccc([N+](=O)[O-])cc1,isssty,0,0,-1,0,0,-1,Train
2185,CCOc1cccc([N+](=O)[O-])c1,isssty,0,0,-1,0,0,-1,Train
2186,CCOc1ccc([N+](=O)[O-])cc1,isssty,1,-1,-1,0,0,1,Train
2187,O=C(O)Cc1cccc([N+](=O)[O-])c1,isssty,0,0,-1,0,0,-1,Train
2188,Cn1c(=O)c2c(ncn2C)n(C)c1=O,isssty,0,0,-1,0,0,-1,Train
2189,O=[N+]([O-])c1ccc(S)cc1,isssty,1,1,-1,0,0,1,Train
2190,O=C(O)[C@H]1CS[C@H](c2ccccc2O)N1C(=O)CCS,isssty,0,0,-1,0,0,-1,Train
2191,C[Si](C)(C)O,isssty,0,0,-1,0,0,-1,Train
2192,CCO[Si](C)(C)OCC,isssty,0,0,-1,0,0,-1,Train
2193,C[Si](Cl)(Cl)Cl,isssty,0,0,-1,0,0,-1,External
2194,CCO[Si](C)(OCC)OCC,isssty,0,0,-1,0,0,-1,Train
2195,CN(N=O)C(=O)N[C@H]1[C@@H](O)[C@H](O)[C@H](CO)O[C@@H]1O,isssty,0,1,-1,1,-1,1,Train
2196,CCCCCCCCCCCCO,isssty,0,0,-1,0,0,-1,Train
2197,Cl[Si](Cl)(Cl)Cl,isssty,0,0,-1,0,0,-1,External
2198,C[Si](C)(C)O[Si](C)(C)C,isssty,0,0,-1,0,0,-1,Train
2199,C[C@H]1CCCC(O)CCCCCc2cc(O)cc(O)c2C(=O)O1,isssty,0,0,-1,0,0,-1,External
2200,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O1,isssty,0,0,-1,0,0,-1,Train
2201,Nc1cc2c(cc1[N+](=O)[O-])[nH]c1ccccc12,isssty,1,1,-1,-1,1,1,Train
2202,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,isssty,0,0,-1,0,0,-1,Internal
2203,Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],isssty,0,0,-1,-1,-1,-1,Train
2204,CCCCCCCC/C=C/CCCCCCCC(=O)O,isssty,0,0,-1,0,0,-1,Train
2205,CC(=O)Nc1ccc2[nH]c3ccccc3c2c1[N+](=O)[O-],isssty,1,0,-1,-1,0,1,Train
2206,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,isssty,1,0,0,-1,-1,1,External
2207,CC(=O)Nc1cc2c(cc1[N+](=O)[O-])[nH]c1ccccc12,isssty,1,0,-1,-1,0,1,Train
2208,c1ccc2c3c(ccc2c1)-c1cccc2cccc-3c12,isssty,-1,1,-1,-1,-1,1,Train
2209,CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,isssty,0,0,-1,0,0,-1,Train
2210,C1COCO1,isssty,0,0,-1,0,0,-1,Internal
2211,CNC(=O)C[C@@H](N)C(=O)N[C@@H](C(=O)N[C@H]1C(=O)N2[C@@H]1SC(C)(C)[C@H]2C(=O)O)c1ccc(O)cc1,isssty,0,0,-1,0,0,-1,Train
2212,CC(C)NCC(O)COc1cccc2c1OCC(O[N+](=O)[O-])C2,isssty,0,0,-1,0,0,-1,Train
2213,CC(C)NCC(O)COc1cccc2c1OCC(O)C2,isssty,0,0,-1,0,0,-1,External
2214,CN(C)CCCn1cc[n+](C)c1/C=N/O,isssty,-1,0,-1,-1,0,-1,Train
2215,Oc1cc(O)c2cc(O)c(-c3cc(O)c(O)c(O)c3)[o+]c2c1,isssty,0,0,-1,0,0,-1,External
2216,O=C(O)CCCCC1SCC2NC(=O)NC21,isssty,0,0,-1,0,0,-1,Internal
2217,Nc1c(O)cccc1[N+](=O)[O-],isssty,0,0,-1,0,0,-1,Train
2218,Nc1cccc([N+](=O)[O-])c1O,isssty,0,0,-1,0,0,-1,Train
2219,COc1ccc(CNCC(O)COc2ccc3[nH]c(=O)ccc3c2)cc1OC,isssty,0,0,-1,0,0,-1,Train
2220,Cc1c(O)cc2c(c1O)C(=O)c1ccccc1C2=O,isssty,1,1,-1,-1,1,1,Train
2221,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(OC)C(C)O1,isssty,1,1,-1,-1,-1,1,Train
2222,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,isssty,0,0,1,0,0,1,Train
2223,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,isssty,-1,-1,1,-1,-1,1,Train
2224,BrCCCCBr,isssty,0,-1,-1,1,0,1,Train
2225,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,isssty,0,0,-1,-1,0,-1,Train
2226,O=Nc1ccc2ccc3cccc4ccc1c2c34,isssty,1,-1,-1,-1,-1,1,Train
2227,Nc1ccc(NC(=O)c2ccc(N)cc2)cc1,isssty,1,0,-1,0,1,1,Train
2228,OC1C=CC=CC1O,isssty,0,1,-1,-1,-1,1,Train
2229,O=C1OC(O)C(CCl)=C1Cl,isssty,1,1,1,1,-1,1,Train
2230,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,isssty,0,0,-1,-1,0,-1,Train
2231,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@@H](C)CCCC(C)C)CC[C@H]4[C@@H]3C[C@H]3N(N4C(=O)c5ccccc5C4=O)[C@@]32C1,isssty,1,1,1,-1,-1,1,External
2232,COP(=S)(OC)OC,isssty,0,0,-1,-1,-1,-1,Train
2233,COP(=O)(SC)SC,isssty,0,0,-1,-1,-1,-1,Train
2234,Cc1cc(O)c2c(O)c3c(O)cccc3cc2c1,isssty,0,0,-1,0,1,1,Train
2235,NC1=C2C(=O)c3ccccc3C(=O)C2=C(N)CC1,isssty,0,0,-1,0,1,1,Train
2236,Cc1ccc2c(c1Nc1ccccc1)C(=O)c1ccccc1C2=O,isssty,0,1,-1,0,0,1,Train
2237,Nc1cccc2c1C(=O)c1cccc(N)c1C2=O,isssty,1,0,-1,0,0,1,Train
2238,O=C1c2cccc(S(=O)(=O)O)c2C(=O)c2cccc([N+](=O)[O-])c21,isssty,1,0,-1,0,0,1,External
2239,O=C1c2cc(S(=O)(=O)O)ccc2C(=O)c2c1cccc2[N+](=O)[O-],isssty,1,0,-1,0,1,1,Train
2240,CCOC(=O)CC(SP(=O)(OC)SC)C(=O)OCC,isssty,0,0,-1,-1,-1,-1,Train
2241,COP(=O)(OC)SC,isssty,0,0,-1,-1,-1,-1,Train
2242,O=Nc1c2ccccc2c2ccc3cccc4ccc1c2c43,isssty,1,1,-1,-1,-1,1,External
2243,CC1CCC(C(C)C)C(=O)C1,isssty,0,0,-1,0,0,-1,Internal
2244,CC(C)(S)[C@@H](N)C(=O)O,isssty,-1,1,1,-1,-1,1,External
2245,O=[N+]([O-])c1ccc2c(c1)Cc1cc([N+](=O)[O-])ccc1-2,isssty,1,1,-1,-1,-1,1,Train
2246,Cc1n[nH]c(=O)[nH]c1=O,isssty,0,0,-1,0,0,-1,Train
2247,O=C1NCNC(=O)N1,isssty,1,0,-1,0,0,1,Train
2248,C1=Cc2cc3c4ccccc4ccc3c3cccc1c23,isssty,1,1,-1,0,1,1,External
2249,Cc1ncc([N+](=O)[O-])n1C,isssty,1,1,1,-1,-1,1,Train
2250,O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,isssty,0,1,-1,-1,-1,1,Train
2251,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1O,isssty,0,0,-1,0,0,-1,Train
2252,Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,isssty,1,0,-1,-1,-1,1,Internal
2253,NC(=O)N(c1ccccc1)c1ccc(C(=O)O)cc1,isssty,0,0,-1,0,0,-1,Train
2254,C[As+](C)(C)CC(=O)[O-],isssty,0,0,-1,-1,-1,-1,Internal
2255,c1ccc2c(c1)c1cccc3ccc4cccc2c4c31,isssty,1,1,-1,-1,-1,1,Train
2256,Clc1cnc(Oc2ccc(Oc3ncc(Cl)cc3Cl)cc2)c(Cl)c1,isssty,0,0,0,-1,-1,-1,External
2257,CC(=O)Nc1ccc2c(c1)[nH]c1ccccc12,isssty,1,0,-1,-1,0,1,Internal
2258,CCN(CCO[N+](=O)[O-])[N+](=O)[O-],isssty,0,0,-1,1,0,1,Train
2259,C1OC1C1CO1,isssty,1,1,1,1,-1,1,Train
2260,CNc1ncn(C)c1C(=O)N(C)N=O,isssty,0,1,1,1,0,1,Train
2261,O=C(O)c1ccc([N+](=O)[O-])o1,isssty,0,1,-1,-1,-1,1,Train
2262,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,isssty,0,0,1,-1,-1,1,External
2263,O=c1nc[nH]c(=O)[nH]1,isssty,0,0,-1,0,0,-1,Train
2264,CCC1(c2ccccc2)C(=O)[N-]C(=O)NC1=O,isssty,0,0,0,1,-1,1,Train
2265,CC1=CC(=O)C(C(C)C)=CC1=O,isssty,0,0,0,-1,-1,-1,Train
2266,N#CC1=C(C#N)C(=O)C(Cl)=C(Cl)C1=O,isssty,0,0,0,-1,-1,-1,External
2267,C[n+]1c2ccccc2cc2ccc(N)cc21,isssty,-1,-1,-1,0,1,1,Internal
2268,[O]=[Mn](=[O])(=[O])[O-],isssty,0,1,-1,-1,-1,1,Train
2269,CC[n+]1c2ccccc2nc2ccccc21,isssty,1,0,0,-1,1,1,Train
2270,N[C@H](CSC(F)(F)C(F)Cl)C(=O)O,isssty,0,0,0,-1,-1,-1,Train
2271,Cc1ccc2ncccc2c1,isssty,-1,1,-1,-1,-1,1,Train
2272,CCCCN(N=O)/C(N)=N/[N+](=O)[O-],isssty,-1,1,-1,1,-1,1,Internal
2273,O=c1oc2c([N+](=O)[O-])cccc2c2ccccc12,isssty,1,-1,-1,-1,-1,1,Internal
2274,BrCBr,isssty,1,1,-1,-1,-1,1,Train
2275,C=CC(=O)N1CCN(c2ccccc2)CC1,isssty,0,0,-1,-1,-1,-1,Train
2276,c1ccc(N2CCNCC2)cc1,isssty,0,0,-1,-1,-1,-1,Train
2277,Cc1ccc2cccnc2c1,isssty,-1,1,-1,-1,-1,1,Train
2278,COc1cc(/N=N/c2ccccc2)ccc1N,isssty,-1,1,-1,-1,-1,1,Train
2279,CC(C)CCC[C@H](C)[C@H]1CC[C@H]2[C@@H]3CC4([C@H]5C[C@@H](Br)CC[C@]5(C)[C@H]3CC[C@]12C)S(=O)(=O)CCS4(=O)=O,isssty,0,0,1,-1,-1,1,Internal
2280,O=[N+]([O-])c1ccc2c3c(ccc([N+](=O)[O-])c13)-c1ccccc1-2,isssty,1,1,-1,0,1,1,Train
2281,O=[N+]([O-])c1cccc2c1-c1cccc3c([N+](=O)[O-])ccc-2c13,isssty,1,1,-1,0,1,1,Train
2282,O=[N+]([O-])c1ccc2c(c1)-c1ccc([N+](=O)[O-])c3cccc-2c13,isssty,1,1,-1,0,1,1,Internal
2283,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,isssty,0,0,-1,0,0,-1,Train
2284,CCCN(N=O)/C(N)=N/[N+](=O)[O-],isssty,-1,1,-1,1,-1,1,Train
2285,O=[N+]([O-])c1cc2c3c(cccc3c1)-c1ccccc1-2,isssty,1,-1,-1,-1,-1,1,Train
2286,Nc1cccc2nc3ccccc3cc12,isssty,-1,-1,-1,0,1,1,External
2287,Nc1ccc2nc3ccccc3c(N)c2c1,isssty,-1,-1,-1,0,1,1,Train
2288,O=C/C(=C(/Cl)C(=O)O)C(Cl)Cl,isssty,1,1,-1,-1,-1,1,Internal
2289,Nc1ccc2c(c1)[nH]c1ccccc12,isssty,1,1,-1,-1,0,1,Train
2290,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21,isssty,0,0,-1,-1,-1,-1,Train
2291,Cc1c2c(cc3ccccc13)-c1ccccc1C1NC21,isssty,1,1,-1,-1,-1,1,Internal
2292,CC(=O)Nc1ccc2ccc3c(O)ccc4ccc1c2c43,isssty,1,-1,-1,-1,-1,1,Train
2293,NCC(=O)CCC(=O)O,isssty,0,0,1,0,-1,1,Train
2294,BrC(Br)C(Br)Br,isssty,1,1,-1,-1,-1,1,External
2295,COc1cc(O)c2c(c1)C(=O)c1cc(C)cc(O)c1C2=O,isssty,0,0,0,-1,1,1,External
2296,ClC(Cl)(Cl)c1ccccc1,isssty,1,1,-1,1,-1,1,Train
2297,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,isssty,1,1,-1,-1,-1,1,Train
2298,Nc1ccc(-c2cc([N+](=O)[O-])c(N)c(Cl)c2Cl)cc1,isssty,1,1,-1,-1,-1,1,Train
2299,O=S(=O)([O-])c1ccc(/N=N/c2c(O)ccc3ccccc23)cc1,isssty,0,0,-1,-1,-1,-1,Train
2300,Cc1ccccc1/N=N/c1ccc(N/N=C2\C(=O)C=Cc3ccccc32)c(C)c1,isssty,1,-1,-1,-1,-1,1,Internal
2301,c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12,isssty,1,1,-1,-1,-1,1,Train
2302,CC(C)(C)CBr,isssty,0,0,-1,0,0,-1,Train
2303,ClCC(CCl)(CCl)CCl,isssty,0,0,-1,0,0,-1,Train
2304,COC1CCC(OC2CC(C3(C)CCC4(CC(O)C(C)C(C(C)/C=C(\C)C(=O)C(C)CC(C)C(=O)O)O4)O3)OC3(OC(C4OC(O)(CO)C(C)CC4C)CC3C)C2C)OC1C,isssty,0,0,0,-1,-1,-1,Internal
2305,NC(=O)c1cccc2cccnc12,isssty,0,1,-1,0,0,1,Train
2306,C=C(C)C1Cc2c(cc(O)c3c(=O)c4ccccc4n(C)c23)O1,isssty,1,1,-1,-1,-1,1,Train
2307,NCCCC[C@@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CCCCN)C(=O)O,isssty,0,0,-1,0,0,-1,Internal
2308,CC(C)CC1NC(=O)CNC1=O,isssty,0,0,-1,0,0,-1,Train
2309,CSCC[C@H](NC=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,isssty,0,0,-1,0,0,-1,Train
2310,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CN)C(=O)O,isssty,0,0,-1,0,0,-1,Train
2311,O=CC(=O)O,isssty,-1,1,1,-1,-1,1,Train
2312,O=C(Cl)OCc1ccccc1,isssty,0,0,-1,0,0,-1,Train
2313,Cc1cc(C)nc(SC(=O)OC(C)(C)C)n1,isssty,0,0,-1,0,0,-1,Train
2314,CC(C)(C)OC(=O)O/N=C(\C#N)c1ccccc1,isssty,0,0,-1,0,0,-1,Internal
2315,CCCCSCC[C@@H]([NH3+])C(=O)[O-],isssty,0,0,-1,0,0,-1,Train
2316,O=C1CCC(=O)N1O,isssty,0,0,-1,0,0,-1,Train
2317,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@@H](C(=O)O)C[C@H]2CCCC[C@@H]21,isssty,0,0,-1,0,0,-1,Train
2318,On1nnc2ccccc21,isssty,0,0,-1,0,0,-1,Internal
2319,Clc1ccc(CSc2ccc(Cl)cc2)cc1,isssty,0,0,0,-1,-1,-1,Train
2320,O=C(n1ccnc1)n1ccnc1,isssty,0,0,-1,0,0,-1,Internal
2321,O=C1C=C[C@]2(O)c3c(ccc(O)c31)-c1ccc(O)c3c1[C@H]2C1OC1C3=O,isssty,1,1,-1,0,1,1,Train
2322,O=C(Cl)OCC1c2ccccc2-c2ccccc21,isssty,0,0,-1,0,1,1,Internal
2323,CCNCC#CC(C)(C)OC(=O)C(O)(c1ccccc1)C1CCCCC1.[H+],isssty,0,0,-1,0,0,-1,External
2324,O=S1OC[C@@H]2[C@H](CO1)[C@]1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,isssty,0,0,0,-1,-1,-1,Internal
2325,ClCC1C(CCl)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,isssty,0,0,0,-1,-1,-1,Train
2326,Cc1cc(Cl)ccc1OCCCC(=O)O,isssty,0,0,0,-1,-1,-1,External
2327,Cc1cc(Cl)ccc1OC(C)C(=O)O,isssty,0,0,0,-1,-1,-1,Train
2328,O=C(OCC1CCC2OC2C1)C1CCC2OC2C1,isssty,0,1,0,-1,-1,1,Train
2329,N#Cc1c(Cl)cccc1Cl,isssty,0,0,0,-1,-1,-1,Train
2330,CC(C)(C)N.CC(C)(C)N.[Cl][Pt][Cl],isssty,1,1,-1,-1,-1,1,Train
2331,Nc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1,isssty,1,1,-1,-1,-1,1,Internal
2332,CN=C1C=CC(=C(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)C=C1,isssty,0,0,-1,-1,-1,-1,External
2333,CN=C1C=CC(=C(c2ccc(NC)cc2)c2ccc(N(C)C)cc2)C=C1,isssty,0,0,-1,-1,-1,-1,External
2334,CC(=O)OCc1cocc2c(C=O)ccc1-2,isssty,1,1,-1,0,0,1,Train
2335,CCCCCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,isssty,0,0,-1,0,0,-1,External
2336,CN(C)c1ncnc2nc[nH]c12,isssty,0,0,-1,1,0,1,Internal
2337,CC(C)CC(=O)OCc1cocc2c(C=O)ccc1-2,isssty,1,1,-1,0,0,1,External
2338,C=Cc1cccnc1,isssty,0,0,-1,0,-1,-1,Train
2339,N#CC(Cl)Br,isssty,0,-1,-1,1,-1,1,Train
2340,Cc1nc2c(c3[nH]c4ccccc4c13)C(=O)C=CC2=O,isssty,1,0,0,-1,-1,1,Train
2341,CC1=CC(=O)c2nc(C)c3c([nH]c4ccccc43)c2C1=O,isssty,1,1,0,-1,-1,1,External
2342,NC(=O)C1CO1,isssty,-1,1,-1,1,-1,1,Train
2343,Cc1nc2c(c3[nH]c4ccccc4c13)C(=O)C(N1CCN(C)CC1)=CC2=O,isssty,0,1,0,-1,-1,1,Train
2344,C=CC(=O)N(CC1CO1)CC1CO1,isssty,1,1,-1,-1,-1,1,External
2345,Nc1ncnc2nc[nH]c12,isssty,1,0,-1,-1,-1,1,Train
2346,CC(=O)OCCO,isssty,0,0,-1,-1,-1,-1,Train
2347,CC(=O)c1cc(N(C(N)=O)C(C)(C)C)ccc1OCC(O)CNC(C)(C)C,isssty,0,0,-1,0,0,-1,Train
2348,Cc1c2ccccc2cc2c1ccc1ccccc12,isssty,1,1,-1,-1,-1,1,Train
2349,NC(=O)[C@H]1CCCN1C(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H]1CCC(=O)N1,isssty,0,0,-1,0,0,-1,Train
2350,CCC(C)C(NC(=O)C(NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(N)=O)NC(=O)C(CO)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(C)NC(=O)C(CCC(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)NC(=O)C(CCSC)NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(CCC(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(NC(=O)C1CCCN1C(=O)C1CCCN1C(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(N)CO)C(C)CC)C(C)O)C(C)C)C(C)CC)C(N)=O,isssty,0,0,-1,0,0,-1,Train
2351,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,isssty,0,0,-1,0,0,-1,Train
2352,N/N=c1\[nH]nc(NN)c2ccccc12,isssty,1,1,-1,1,1,1,Train
2353,COC(=O)COc1ccc(Cl)cc1Cl,isssty,0,0,0,-1,-1,-1,External
2354,CCOC(=O)CC1OCCc2c1[nH]c1c(CC)c(O)ccc21,isssty,0,0,-1,1,0,1,Train
2355,CCOC(=O)CC1OCCc2c1[nH]c1c(C(C)O)cccc21,isssty,0,0,-1,0,0,-1,Train
2356,CCc1cccc2c(CCO)c[nH]c12,isssty,0,0,-1,0,0,-1,Train
2357,CCc1cccc2c3c([nH]c12)C(C)(CC)OCC3,isssty,0,0,-1,0,0,-1,External
2358,CCOC(=O)CC1OCCc2c1[nH]c1c(C)cccc21,isssty,0,0,-1,0,0,-1,Train
2359,Nc1c(C(=O)N/N=C/c2ccccc2)[nH]c2ccccc12,isssty,0,0,0,-1,-1,-1,Train
2360,CCCCCCCCCCCCCCCC(=O)O,isssty,0,0,-1,0,0,-1,External
2361,O=S1OC[C@@H]2[C@H](CO1)C1(Cl)C(Cl)=C(Cl)[C@@]2(Cl)C1(Cl)Cl,isssty,0,0,0,-1,-1,-1,Train
2362,COC(C)CCO,isssty,0,0,-1,0,0,-1,External
2363,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,isssty,0,0,-1,0,0,-1,External
2364,O=NN1CCSC1CO,isssty,0,1,-1,-1,-1,1,External
2365,CC(O)C(O)C(O)C(O)C1SCCN1N=O,isssty,0,0,-1,-1,-1,-1,Train
2366,CC(F)F,isssty,0,0,-1,0,0,-1,Train
2367,O=NN1C(C(=O)O)CSC1C(O)C(O)C(O)C(O)CO,isssty,0,0,-1,-1,-1,-1,Internal
2368,Cc1cccc(C)c1C,isssty,1,1,1,-1,-1,1,Train
2369,Cc1cc(C)cc(C)c1,isssty,0,0,0,-1,-1,-1,Train
2370,FC(F)(Cl)C(F)(F)Cl,isssty,0,0,-1,0,0,-1,Train
2371,O=CN(O)c1ccc([N+](=O)[O-])cc1,isssty,1,-1,-1,-1,-1,1,Train
2372,CC(=O)c1c(O)c(C)c(O)c2c1OC1=CC(=O)C(C(C)=O)C(=O)C12C,isssty,0,0,-1,-1,-1,-1,Train
2373,CC(=O)OCc1c(O)c(C(=O)O)c(C)c2c1OC(=O)c1c(C)cc(O)c(C=O)c1O2,isssty,0,1,-1,-1,-1,1,Train
2374,O=C(O)COc1ccc(Cl)cc1,isssty,0,0,0,-1,-1,-1,Train
2375,CCCCCCCC(=O)CCc1ccc(O)c(OC)c1,isssty,0,0,-1,0,-1,-1,Internal
2376,C[n+]1c2ccccc2c(N)c2ccccc21,isssty,-1,-1,-1,1,1,1,Train
2377,Cc1ccc(/N=C/N(C)/C=N/c2ccc(C)cc2C)c(C)c1,isssty,0,0,0,-1,-1,-1,External
2378,COC(C)CCOC(C)=O,isssty,0,0,-1,0,0,-1,Train
2379,[H]/N=C(\N)S(=O)[O-],isssty,0,0,-1,1,0,1,Train
2380,O=C1c2ccc(O)cc2C(=O)c2ccc(O)cc21,isssty,0,0,-1,0,-1,-1,Train
2381,Oc1ccc2c(O)c3ccccc3cc2c1O,isssty,0,0,-1,0,1,1,Train
2382,CCOP(=S)(OCC)Oc1cnc2ccccc2n1,isssty,0,-1,0,0,0,-1,Internal
2383,O=C1c2ccc(O)c(O)c2C(=O)c2c(O)ccc(O)c21,isssty,0,0,-1,0,1,1,Train
2384,O=C1c2c(O)ccc(O)c2C(=O)C2C(O)=CC=C(O)C12,isssty,0,0,-1,0,1,1,External
2385,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,isssty,0,1,-1,1,0,1,Train
2386,Nc1ccc(O)c2c1C(=O)c1ccccc1C2=O,isssty,0,0,-1,0,1,1,Train
2387,Nc1ccc2nc3ccc(N)cc3[s+]c2c1,isssty,1,-1,-1,0,0,1,External
2388,c1ccc2c(CC3CO3)cccc2c1,isssty,-1,1,-1,1,-1,1,Train
2389,ClCC(Cl)COCC(Cl)CCl,isssty,1,1,-1,1,-1,1,Internal
2390,CC1=C(C(=O)OCCN(Cc2ccccc2)c2ccccc2)C(c2cccc([N+](=O)[O-])c2)C(P2(=O)OCC(C)(C)CO2)=C(C)N1,isssty,0,0,-1,0,0,-1,Train
2391,[Co],isssty,1,-1,0,0,1,1,Train
